Timestamp;Topico;Valor
2025-11-15T22:51:03.779515;lan/sala1/sensor/hum;24.09
2025-11-15T22:51:04.105577;lan/sala2/sensor/temp;20.31
2025-11-15T22:51:05.105826;lan/sala2/sensor/temp;21.18
2025-11-15T22:51:05.701494;lan/sala1/sensor/temp;22.2
2025-11-15T22:51:06.779907;lan/sala1/sensor/hum;22.85
2025-11-15T22:51:07.106336;lan/sala2/sensor/temp;21.33
2025-11-15T22:51:08.702264;lan/sala1/sensor/temp;22.05
2025-11-15T22:51:09.106536;lan/sala2/sensor/temp;20.85
2025-11-15T22:51:09.780826;lan/sala1/sensor/hum;20.85
2025-11-15T22:51:10.702805;lan/sala1/sensor/temp;23.11
2025-11-15T22:51:11.703471;lan/sala1/sensor/temp;23.88
2025-11-15T22:51:12.107336;lan/sala2/sensor/temp;23.05
2025-11-15T22:51:12.703787;lan/sala1/sensor/temp;24.02
2025-11-15T22:51:12.781620;lan/sala1/sensor/hum;20.66
2025-11-15T22:51:13.704610;lan/sala1/sensor/temp;21.98
2025-11-15T22:51:14.704831;lan/sala1/sensor/temp;20.91
2025-11-15T22:51:15.107941;lan/sala2/sensor/temp;20.28
2025-11-15T22:51:15.781843;lan/sala1/sensor/hum;24.46
2025-11-15T22:51:16.706025;lan/sala1/sensor/temp;23.0
2025-11-15T22:51:17.108441;lan/sala2/sensor/temp;22.89
2025-11-15T22:51:18.782293;lan/sala1/sensor/hum;23.19
2025-11-15T22:51:19.706359;lan/sala1/sensor/temp;22.07
2025-11-15T22:51:20.109469;lan/sala2/sensor/temp;21.12
2025-11-15T22:51:21.782971;lan/sala1/sensor/hum;24.96
2025-11-15T22:51:22.707500;lan/sala1/sensor/temp;23.65
2025-11-15T22:51:23.110470;lan/sala2/sensor/temp;24.41
2025-11-15T22:51:23.707738;lan/sala1/sensor/temp;20.08
2025-11-15T22:51:23.783428;lan/sala1/sensor/hum;21.61
2025-11-15T22:51:24.110754;lan/sala2/sensor/temp;21.23
2025-11-15T22:51:26.708153;lan/sala1/sensor/temp;23.69
2025-11-15T22:51:26.783678;lan/sala1/sensor/hum;20.47
2025-11-15T22:51:27.112019;lan/sala2/sensor/temp;22.94
2025-11-15T22:51:28.709315;lan/sala1/sensor/temp;21.63
2025-11-15T22:51:28.784300;lan/sala1/sensor/hum;23.04
2025-11-15T22:51:30.112596;lan/sala2/sensor/temp;21.71
2025-11-15T22:51:30.709916;lan/sala1/sensor/temp;22.25
2025-11-15T22:51:31.710483;lan/sala1/sensor/temp;22.29
2025-11-15T22:51:31.785398;lan/sala1/sensor/hum;20.08
2025-11-15T22:51:32.113200;lan/sala2/sensor/temp;24.14
2025-11-15T22:51:33.711014;lan/sala1/sensor/temp;20.26
2025-11-15T22:51:33.785548;lan/sala1/sensor/hum;23.88
2025-11-15T22:51:34.113514;lan/sala2/sensor/temp;23.02
2025-11-15T22:51:34.785973;lan/sala1/sensor/hum;23.37
2025-11-15T22:51:35.113853;lan/sala2/sensor/temp;23.13
2025-11-15T22:51:35.712174;lan/sala1/sensor/temp;22.19
2025-11-15T22:51:36.713238;lan/sala1/sensor/temp;21.36
2025-11-15T22:51:36.786028;lan/sala1/sensor/hum;23.12
2025-11-15T22:51:37.115037;lan/sala2/sensor/temp;23.51
2025-11-15T22:51:37.786968;lan/sala1/sensor/hum;21.36
2025-11-15T22:51:38.713673;lan/sala1/sensor/temp;21.45
2025-11-15T22:51:39.714075;lan/sala1/sensor/temp;21.7
2025-11-15T22:51:40.116278;lan/sala2/sensor/temp;20.55
2025-11-15T22:51:40.714477;lan/sala1/sensor/temp;24.24
2025-11-15T22:51:40.788096;lan/sala1/sensor/hum;23.5
2025-11-15T22:51:41.117345;lan/sala2/sensor/temp;23.15
2025-11-15T22:51:41.788384;lan/sala1/sensor/hum;21.19
2025-11-15T22:51:42.117604;lan/sala2/sensor/temp;20.04
2025-11-15T22:51:42.714777;lan/sala1/sensor/temp;22.7
2025-11-15T22:51:43.715912;lan/sala1/sensor/temp;22.98
2025-11-15T22:51:44.789521;lan/sala1/sensor/hum;24.53
2025-11-15T22:51:45.118314;lan/sala2/sensor/temp;20.51
2025-11-15T22:51:45.717020;lan/sala1/sensor/temp;23.99
2025-11-15T22:51:46.717351;lan/sala1/sensor/temp;21.67
2025-11-15T22:51:46.789828;lan/sala1/sensor/hum;23.4
2025-11-15T22:51:47.118935;lan/sala2/sensor/temp;21.67
2025-11-15T22:51:47.718327;lan/sala1/sensor/temp;23.68
2025-11-15T22:51:49.120165;lan/sala2/sensor/temp;21.32
2025-11-15T22:51:49.719783;lan/sala1/sensor/temp;23.89
2025-11-15T22:51:49.790494;lan/sala1/sensor/hum;22.28
2025-11-15T22:51:50.720393;lan/sala1/sensor/temp;20.35
2025-11-15T22:51:50.791148;lan/sala1/sensor/hum;24.52
2025-11-15T22:51:51.120695;lan/sala2/sensor/temp;22.03
2025-11-15T22:51:52.121220;lan/sala2/sensor/temp;24.98
2025-11-15T22:51:52.791847;lan/sala1/sensor/hum;23.07
2025-11-15T22:51:53.721584;lan/sala1/sensor/temp;24.7
2025-11-15T22:51:54.722017;lan/sala1/sensor/temp;23.86
2025-11-15T22:51:54.792111;lan/sala1/sensor/hum;21.79
2025-11-15T22:51:55.121786;lan/sala2/sensor/temp;23.87
2025-11-15T22:51:55.793106;lan/sala1/sensor/hum;22.71
2025-11-15T22:51:57.722598;lan/sala1/sensor/temp;20.08
2025-11-15T22:51:57.793572;lan/sala1/sensor/hum;21.51
2025-11-15T22:51:58.122396;lan/sala2/sensor/temp;24.32
2025-11-15T22:51:58.723009;lan/sala1/sensor/temp;21.98
2025-11-15T22:52:00.723454;lan/sala1/sensor/temp;21.65
2025-11-15T22:52:00.793947;lan/sala1/sensor/hum;20.8
2025-11-15T22:52:01.123012;lan/sala2/sensor/temp;21.72
2025-11-15T22:52:01.794307;lan/sala1/sensor/hum;24.27
2025-11-15T22:52:02.723960;lan/sala1/sensor/temp;23.08
2025-11-15T22:52:02.795331;lan/sala1/sensor/hum;20.08
2025-11-15T22:52:03.123401;lan/sala2/sensor/temp;23.17
2025-11-15T22:52:04.795978;lan/sala1/sensor/hum;22.83
2025-11-15T22:52:05.724262;lan/sala1/sensor/temp;24.12
2025-11-15T22:52:06.124066;lan/sala2/sensor/temp;24.93
2025-11-15T22:54:06.714312;lan/sala2/sensor/temp;22.45
2025-11-15T22:54:06.747153;lan/sala1/sensor/hum;23.47
2025-11-15T22:54:06.758158;lan/sala1/sensor/temp;22.17
2025-11-15T22:54:07.747509;lan/sala1/sensor/hum;22.53
2025-11-15T22:54:08.759608;lan/sala1/sensor/temp;24.94
2025-11-15T22:54:09.714608;lan/sala2/sensor/temp;23.91
2025-11-15T22:54:09.760031;lan/sala1/sensor/temp;24.89
2025-11-15T22:54:10.748155;lan/sala1/sensor/hum;21.51
2025-11-15T22:54:12.716009;lan/sala2/sensor/temp;22.53
2025-11-15T22:54:12.761134;lan/sala1/sensor/temp;20.34
2025-11-15T22:54:13.749658;lan/sala1/sensor/hum;21.68
2025-11-15T22:54:14.761772;lan/sala1/sensor/temp;20.81
2025-11-15T22:54:15.716427;lan/sala2/sensor/temp;24.86
2025-11-15T22:54:16.749784;lan/sala1/sensor/hum;22.51
2025-11-15T22:54:17.762011;lan/sala1/sensor/temp;21.2
2025-11-15T23:14:24.039671;lan/sala2/sensor/temp;23.28
2025-11-15T23:14:24.103657;lan/sala1/sensor/temp;22.27
2025-11-15T23:14:24.104421;lan/sala1/sensor/hum;21.26
2025-11-15T23:14:25.040132;lan/sala2/sensor/temp;23.17
2025-11-15T23:14:25.104488;lan/sala1/sensor/hum;23.72
2025-11-15T23:14:25.105332;lan/sala1/sensor/temp;21.95
2025-11-15T23:14:27.104831;lan/sala1/sensor/hum;24.56
2025-11-15T23:14:27.105533;lan/sala1/sensor/temp;20.3
2025-11-15T23:14:28.040358;lan/sala2/sensor/temp;21.36
2025-11-15T23:14:29.040663;lan/sala2/sensor/temp;20.37
2025-11-15T23:14:29.105789;lan/sala1/sensor/hum;20.81
2025-11-15T23:14:30.105534;lan/sala1/sensor/temp;23.6
2025-11-15T23:14:30.106241;lan/sala1/sensor/hum;22.09
2025-11-15T23:14:31.041163;lan/sala2/sensor/temp;20.5
2025-11-15T23:14:31.106777;lan/sala1/sensor/hum;22.42
2025-11-15T23:14:32.041803;lan/sala2/sensor/temp;24.44
2025-11-15T23:14:33.105954;lan/sala1/sensor/temp;21.96
2025-11-15T23:14:34.042626;lan/sala2/sensor/temp;20.26
2025-11-15T23:14:34.107009;lan/sala1/sensor/hum;20.41
2025-11-15T23:14:35.108107;lan/sala1/sensor/hum;22.4
2025-11-15T23:14:36.042897;lan/sala2/sensor/temp;21.28
2025-11-15T23:14:36.107308;lan/sala1/sensor/temp;20.14
2025-11-15T23:14:36.109035;lan/sala1/sensor/hum;24.23
2025-11-15T23:14:37.107506;lan/sala1/sensor/temp;22.88
2025-11-15T23:14:37.109371;lan/sala1/sensor/hum;20.29
2025-11-15T23:14:38.043245;lan/sala2/sensor/temp;24.66
2025-11-15T23:14:38.109670;lan/sala1/sensor/hum;22.17
2025-11-15T23:14:40.108487;lan/sala1/sensor/temp;21.37
2025-11-15T23:14:41.043508;lan/sala2/sensor/temp;24.12
2025-11-15T23:14:41.109947;lan/sala1/sensor/hum;20.88
2025-11-15T23:14:42.109645;lan/sala1/sensor/temp;24.81
2025-11-15T23:14:42.110432;lan/sala1/sensor/hum;24.62
2025-11-15T23:14:44.043741;lan/sala2/sensor/temp;20.75
2025-11-15T23:14:45.043994;lan/sala2/sensor/temp;20.43
2025-11-15T23:14:45.109950;lan/sala1/sensor/temp;23.43
2025-11-15T23:14:45.110655;lan/sala1/sensor/hum;23.34
2025-11-15T23:14:46.110461;lan/sala1/sensor/temp;22.18
2025-11-15T23:14:46.111106;lan/sala1/sensor/hum;22.09
2025-11-15T23:14:47.044257;lan/sala2/sensor/temp;21.77
2025-11-15T23:14:47.111465;lan/sala1/sensor/temp;20.63
2025-11-15T23:14:48.111486;lan/sala1/sensor/hum;21.06
2025-11-15T23:14:49.112610;lan/sala1/sensor/temp;21.83
2025-11-15T23:14:50.044483;lan/sala2/sensor/temp;22.35
2025-11-15T23:14:50.112501;lan/sala1/sensor/hum;21.41
2025-11-15T23:14:51.044765;lan/sala2/sensor/temp;24.2
2025-11-15T23:14:52.045939;lan/sala2/sensor/temp;22.7
2025-11-15T23:14:52.113000;lan/sala1/sensor/temp;20.82
2025-11-15T23:14:53.046215;lan/sala2/sensor/temp;21.71
2025-11-15T23:14:53.113008;lan/sala1/sensor/hum;23.23
2025-11-15T23:14:54.113539;lan/sala1/sensor/hum;20.89
2025-11-15T23:14:54.114371;lan/sala1/sensor/temp;21.77
2025-11-15T23:14:55.114143;lan/sala1/sensor/hum;22.54
2025-11-15T23:14:56.046442;lan/sala2/sensor/temp;20.51
2025-11-15T23:14:56.113954;lan/sala1/sensor/temp;24.84
2025-11-15T23:14:57.115190;lan/sala1/sensor/hum;23.19
2025-11-15T23:14:58.046731;lan/sala2/sensor/temp;22.78
2025-11-15T23:14:58.114556;lan/sala1/sensor/temp;21.99
2025-11-15T23:15:00.046955;lan/sala2/sensor/temp;22.36
2025-11-15T23:15:00.114978;lan/sala1/sensor/temp;22.43
2025-11-15T23:15:00.116274;lan/sala1/sensor/hum;21.14
2025-11-15T23:15:01.116580;lan/sala1/sensor/hum;21.22
2025-11-15T23:15:03.048048;lan/sala2/sensor/temp;21.26
2025-11-15T23:15:03.116178;lan/sala1/sensor/temp;24.48
2025-11-15T23:15:03.117021;lan/sala1/sensor/hum;24.87
2025-11-15T23:15:05.118056;lan/sala1/sensor/hum;21.46
2025-11-15T23:15:06.048333;lan/sala2/sensor/temp;24.46
2025-11-15T23:15:06.116913;lan/sala1/sensor/temp;20.72
2025-11-15T23:15:06.118805;lan/sala1/sensor/hum;21.19
2025-11-15T23:15:07.049078;lan/sala2/sensor/temp;24.69
2025-11-15T23:15:08.050084;lan/sala2/sensor/temp;23.96
2025-11-15T23:15:08.118090;lan/sala1/sensor/temp;20.41
2025-11-15T23:15:09.050311;lan/sala2/sensor/temp;23.47
2025-11-15T23:15:09.118318;lan/sala1/sensor/temp;24.93
2025-11-15T23:15:09.119221;lan/sala1/sensor/hum;20.39
2025-11-15T23:15:10.118946;lan/sala1/sensor/temp;24.27
2025-11-15T23:15:10.120145;lan/sala1/sensor/hum;21.02
2025-11-15T23:15:11.051488;lan/sala2/sensor/temp;21.79
2025-11-15T23:15:11.119504;lan/sala1/sensor/temp;24.98
2025-11-15T23:15:12.119753;lan/sala1/sensor/temp;21.03
2025-11-15T23:15:12.120978;lan/sala1/sensor/hum;20.42
2025-11-15T23:15:13.120952;lan/sala1/sensor/temp;22.89
2025-11-15T23:15:13.121709;lan/sala1/sensor/hum;21.78
2025-11-15T23:15:14.051731;lan/sala2/sensor/temp;24.02
2025-11-15T23:15:15.121760;lan/sala1/sensor/hum;20.6
2025-11-15T23:15:16.052058;lan/sala2/sensor/temp;22.16
2025-11-15T23:15:16.121895;lan/sala1/sensor/temp;22.83
2025-11-15T23:15:18.122990;lan/sala1/sensor/hum;24.8
2025-11-15T23:15:18.123837;lan/sala1/sensor/temp;20.6
2025-11-15T23:15:19.052274;lan/sala2/sensor/temp;22.75
2025-11-15T23:15:20.052548;lan/sala2/sensor/temp;24.79
2025-11-15T23:15:20.123636;lan/sala1/sensor/temp;22.37
2025-11-15T23:15:21.123626;lan/sala1/sensor/hum;21.98
2025-11-15T23:15:22.124337;lan/sala1/sensor/temp;22.67
2025-11-15T23:15:23.052800;lan/sala2/sensor/temp;21.9
2025-11-15T23:15:24.053383;lan/sala2/sensor/temp;20.59
2025-11-15T23:15:24.124112;lan/sala1/sensor/hum;20.39
2025-11-15T23:15:24.124749;lan/sala1/sensor/temp;21.98
2025-11-15T23:15:26.054105;lan/sala2/sensor/temp;24.48
2025-11-15T23:15:26.125048;lan/sala1/sensor/hum;20.73
2025-11-15T23:15:26.125985;lan/sala1/sensor/temp;24.4
2025-11-15T23:15:27.126591;lan/sala1/sensor/temp;20.89
2025-11-15T23:15:28.125305;lan/sala1/sensor/hum;23.27
2025-11-15T23:15:28.127223;lan/sala1/sensor/temp;24.96
2025-11-15T23:15:29.054397;lan/sala2/sensor/temp;24.96
2025-11-15T23:15:31.054646;lan/sala2/sensor/temp;24.31
2025-11-15T23:15:31.125583;lan/sala1/sensor/hum;24.37
2025-11-15T23:15:31.127467;lan/sala1/sensor/temp;23.42
2025-11-15T23:15:32.055467;lan/sala2/sensor/temp;24.94
2025-11-15T23:15:33.055967;lan/sala2/sensor/temp;23.41
2025-11-15T23:15:33.126597;lan/sala1/sensor/hum;21.36
2025-11-15T23:15:34.127134;lan/sala1/sensor/hum;21.28
2025-11-15T23:15:34.127968;lan/sala1/sensor/temp;22.13
2025-11-15T23:15:36.056833;lan/sala2/sensor/temp;20.31
2025-11-15T23:15:36.127587;lan/sala1/sensor/hum;20.06
2025-11-15T23:15:37.128642;lan/sala1/sensor/temp;20.31
2025-11-15T23:15:38.057507;lan/sala2/sensor/temp;22.03
2025-11-15T23:15:39.128298;lan/sala1/sensor/hum;20.16
2025-11-15T23:15:39.129080;lan/sala1/sensor/temp;22.33
2025-11-15T23:15:40.129340;lan/sala1/sensor/temp;21.28
2025-11-15T23:15:41.058687;lan/sala2/sensor/temp;23.06
2025-11-15T23:15:41.129382;lan/sala1/sensor/hum;22.77
2025-11-15T23:15:42.059487;lan/sala2/sensor/temp;22.95
2025-11-15T23:15:42.130491;lan/sala1/sensor/temp;24.94
2025-11-15T23:15:43.130489;lan/sala1/sensor/hum;23.78
2025-11-15T23:15:43.131289;lan/sala1/sensor/temp;21.05
2025-11-15T23:15:44.059734;lan/sala2/sensor/temp;23.37
2025-11-15T23:15:45.131711;lan/sala1/sensor/temp;24.56
2025-11-15T23:15:45.132604;lan/sala1/sensor/hum;24.76
2025-11-15T23:15:46.060039;lan/sala2/sensor/temp;23.78
2025-11-15T23:15:46.132192;lan/sala1/sensor/hum;21.49
2025-11-15T23:15:47.132694;lan/sala1/sensor/temp;22.76
2025-11-15T23:15:48.132722;lan/sala1/sensor/hum;23.17
2025-11-15T23:15:49.060285;lan/sala2/sensor/temp;24.64
2025-11-15T23:15:50.133920;lan/sala1/sensor/temp;20.68
2025-11-15T23:15:51.061041;lan/sala2/sensor/temp;23.69
2025-11-15T23:15:51.133851;lan/sala1/sensor/hum;23.11
2025-11-15T23:15:51.134575;lan/sala1/sensor/temp;21.58
2025-11-15T23:15:52.061551;lan/sala2/sensor/temp;24.05
2025-11-15T23:15:53.061817;lan/sala2/sensor/temp;20.29
2025-11-15T23:15:53.134569;lan/sala1/sensor/hum;24.15
2025-11-15T23:15:54.135035;lan/sala1/sensor/hum;23.1
2025-11-15T23:15:54.135869;lan/sala1/sensor/temp;23.68
2025-11-15T23:15:56.062050;lan/sala2/sensor/temp;23.17
2025-11-15T23:15:57.135359;lan/sala1/sensor/hum;20.59
2025-11-15T23:15:57.136585;lan/sala1/sensor/temp;22.86
2025-11-15T23:15:58.062561;lan/sala2/sensor/temp;21.77
2025-11-15T23:15:58.135800;lan/sala1/sensor/temp;21.29
2025-11-15T23:15:59.135881;lan/sala1/sensor/hum;22.37
2025-11-15T23:16:00.062818;lan/sala2/sensor/temp;22.81
2025-11-15T23:16:00.136521;lan/sala1/sensor/hum;22.89
2025-11-15T23:16:01.136087;lan/sala1/sensor/temp;25.0
2025-11-15T23:16:03.063064;lan/sala2/sensor/temp;24.62
2025-11-15T23:16:03.136821;lan/sala1/sensor/hum;20.91
2025-11-15T23:16:04.136441;lan/sala1/sensor/temp;22.13
2025-11-15T23:16:05.137601;lan/sala1/sensor/hum;24.52
2025-11-15T23:16:06.063338;lan/sala2/sensor/temp;21.48
2025-11-15T23:16:07.063655;lan/sala2/sensor/temp;22.07
2025-11-15T23:16:07.136766;lan/sala1/sensor/temp;22.43
2025-11-15T23:16:08.138682;lan/sala1/sensor/hum;24.4
2025-11-15T23:16:09.064534;lan/sala2/sensor/temp;24.54
2025-11-15T23:16:09.137005;lan/sala1/sensor/temp;20.3
2025-11-15T23:16:10.064771;lan/sala2/sensor/temp;22.38
2025-11-15T23:16:11.138019;lan/sala1/sensor/temp;24.04
2025-11-15T23:16:11.138915;lan/sala1/sensor/hum;23.08
2025-11-15T23:16:12.065114;lan/sala2/sensor/temp;21.05
2025-11-15T23:16:12.138277;lan/sala1/sensor/temp;24.78
2025-11-15T23:16:12.139142;lan/sala1/sensor/hum;20.93
2025-11-15T23:16:13.139472;lan/sala1/sensor/temp;24.94
2025-11-15T23:16:14.065823;lan/sala2/sensor/temp;22.57
2025-11-15T23:16:14.139765;lan/sala1/sensor/temp;24.58
2025-11-15T23:16:15.066130;lan/sala2/sensor/temp;21.4
2025-11-15T23:16:15.139818;lan/sala1/sensor/hum;24.37
2025-11-15T23:16:17.066602;lan/sala2/sensor/temp;21.9
2025-11-15T23:16:17.140338;lan/sala1/sensor/temp;22.81
2025-11-15T23:16:17.141270;lan/sala1/sensor/hum;20.77
2025-11-15T23:16:19.067802;lan/sala2/sensor/temp;24.59
2025-11-15T23:16:20.068088;lan/sala2/sensor/temp;24.14
2025-11-15T23:16:20.140630;lan/sala1/sensor/temp;21.21
2025-11-15T23:16:20.141356;lan/sala1/sensor/hum;21.29
2025-11-15T23:16:21.141880;lan/sala1/sensor/hum;21.66
2025-11-15T23:16:22.069283;lan/sala2/sensor/temp;20.66
2025-11-15T23:16:23.141525;lan/sala1/sensor/temp;23.21
2025-11-15T23:16:24.070532;lan/sala2/sensor/temp;24.56
2025-11-15T23:16:24.142339;lan/sala1/sensor/hum;21.19
2025-11-15T23:16:25.071469;lan/sala2/sensor/temp;24.03
2025-11-15T23:16:25.143376;lan/sala1/sensor/hum;20.27
2025-11-15T23:16:26.141823;lan/sala1/sensor/temp;20.98
2025-11-15T23:16:27.142145;lan/sala1/sensor/temp;21.83
2025-11-15T23:16:28.072119;lan/sala2/sensor/temp;21.53
2025-11-15T23:16:28.142597;lan/sala1/sensor/temp;22.52
2025-11-15T23:16:28.143580;lan/sala1/sensor/hum;23.12
2025-11-15T23:16:29.144500;lan/sala1/sensor/hum;23.0
2025-11-15T23:16:30.145499;lan/sala1/sensor/hum;23.79
2025-11-15T23:16:31.072399;lan/sala2/sensor/temp;20.36
2025-11-15T23:16:31.143655;lan/sala1/sensor/temp;20.58
2025-11-15T23:16:32.073531;lan/sala2/sensor/temp;21.07
2025-11-15T23:16:32.146205;lan/sala1/sensor/hum;20.83
2025-11-15T23:16:33.074633;lan/sala2/sensor/temp;20.51
2025-11-15T23:16:33.144798;lan/sala1/sensor/temp;22.63
2025-11-15T23:16:34.075804;lan/sala2/sensor/temp;20.67
2025-11-15T23:16:34.145801;lan/sala1/sensor/temp;23.15
2025-11-15T23:16:35.146860;lan/sala1/sensor/hum;21.11
2025-11-15T23:16:36.076121;lan/sala2/sensor/temp;23.04
2025-11-15T23:16:36.146832;lan/sala1/sensor/temp;23.11
2025-11-15T23:16:36.147633;lan/sala1/sensor/hum;22.41
2025-11-15T23:16:38.077284;lan/sala2/sensor/temp;23.87
2025-11-15T23:16:38.148116;lan/sala1/sensor/temp;23.8
2025-11-15T23:16:39.147873;lan/sala1/sensor/hum;21.87
2025-11-15T23:16:40.149142;lan/sala1/sensor/hum;22.64
2025-11-15T23:16:41.078528;lan/sala2/sensor/temp;22.47
2025-11-15T23:16:41.148564;lan/sala1/sensor/temp;21.58
2025-11-15T23:16:41.149403;lan/sala1/sensor/hum;24.44
2025-11-15T23:16:43.079454;lan/sala2/sensor/temp;21.9
2025-11-15T23:16:44.149523;lan/sala1/sensor/temp;21.57
2025-11-15T23:16:44.150264;lan/sala1/sensor/hum;21.76
2025-11-15T23:16:45.079696;lan/sala2/sensor/temp;20.71
2025-11-15T23:16:47.079952;lan/sala2/sensor/temp;24.27
2025-11-15T23:16:47.149842;lan/sala1/sensor/temp;20.05
2025-11-15T23:16:47.150586;lan/sala1/sensor/hum;22.82
2025-11-15T23:16:49.080195;lan/sala2/sensor/temp;22.03
2025-11-15T23:16:49.151516;lan/sala1/sensor/hum;21.12
2025-11-15T23:16:50.150514;lan/sala1/sensor/temp;23.91
2025-11-15T23:16:50.152019;lan/sala1/sensor/hum;23.87
2025-11-15T23:16:51.151035;lan/sala1/sensor/temp;24.76
2025-11-15T23:16:52.080470;lan/sala2/sensor/temp;22.31
2025-11-15T23:16:53.152013;lan/sala1/sensor/temp;21.81
2025-11-15T23:16:53.152714;lan/sala1/sensor/hum;20.62
2025-11-15T23:16:54.081210;lan/sala2/sensor/temp;24.7
2025-11-15T23:16:56.081756;lan/sala2/sensor/temp;20.28
2025-11-15T23:16:56.152260;lan/sala1/sensor/temp;21.94
2025-11-15T23:16:56.153549;lan/sala1/sensor/hum;21.97
2025-11-15T23:16:58.082009;lan/sala2/sensor/temp;24.26
2025-11-15T23:16:58.153018;lan/sala1/sensor/temp;20.22
2025-11-15T23:16:58.153912;lan/sala1/sensor/hum;24.8
2025-11-15T23:16:59.082268;lan/sala2/sensor/temp;23.05
2025-11-15T23:17:00.154813;lan/sala1/sensor/hum;22.41
2025-11-15T23:17:01.083524;lan/sala2/sensor/temp;24.48
2025-11-15T23:17:01.153354;lan/sala1/sensor/temp;21.36
2025-11-15T23:17:02.153672;lan/sala1/sensor/temp;24.08
2025-11-15T23:17:03.154029;lan/sala1/sensor/temp;22.24
2025-11-15T23:17:03.155395;lan/sala1/sensor/hum;23.84
2025-11-15T23:17:04.083785;lan/sala2/sensor/temp;24.74
2025-11-15T23:17:04.154292;lan/sala1/sensor/temp;22.66
2025-11-15T23:17:06.084041;lan/sala2/sensor/temp;21.96
2025-11-15T23:17:06.154568;lan/sala1/sensor/temp;21.02
2025-11-15T23:17:06.155618;lan/sala1/sensor/hum;21.14
2025-11-15T23:17:07.156798;lan/sala1/sensor/hum;21.96
2025-11-15T23:17:08.155815;lan/sala1/sensor/temp;20.15
2025-11-15T23:17:09.085082;lan/sala2/sensor/temp;24.33
2025-11-15T23:17:10.157985;lan/sala1/sensor/hum;24.56
2025-11-15T23:17:11.156468;lan/sala1/sensor/temp;24.42
2025-11-15T23:17:11.158320;lan/sala1/sensor/hum;23.47
2025-11-15T23:17:12.085479;lan/sala2/sensor/temp;24.51
2025-11-15T23:17:12.156825;lan/sala1/sensor/temp;20.22
2025-11-15T23:17:13.085754;lan/sala2/sensor/temp;24.09
2025-11-15T23:17:13.157270;lan/sala1/sensor/temp;20.14
2025-11-15T23:17:14.086751;lan/sala2/sensor/temp;20.5
2025-11-15T23:17:14.159477;lan/sala1/sensor/hum;24.65
2025-11-15T23:17:15.159959;lan/sala1/sensor/hum;23.96
